,District,Rooms,Price
14103,Urla,1+1,40.000 TL
14104,Karşıyaka / Nergiz,2+1,42.500 TL
14105,Karabağlar / Kibar,3+1,40.000 TL
14106,Karşıyaka / Denizbostanlısı,3+1,40.000 TL
14107,Karşıyaka,3+1,40.000 TL
14108,Bayraklı,3+1,42.000 TL
14109,Bornova / Naldöken,2+1,40.000 TL
14110,Bayraklı / Gümüşpala,3+1,43.000 TL
14111,Güzelbahçe / Yelki,2+1,40.000 TL
14112,Karşıyaka / Denizbostanlısı,3+1,40.000 TL
14113,Karşıyaka / İmbatlı,3+1,40.000 TL
14114,Karşıyaka / Denizbostanlısı,3+1,40.000 TL
14115,Balçova,3+1,41.000 TL
14116,Narlıdere,3+1,40.000 TL
14117,Buca,4+1,40.000 TL
14118,Karşıyaka,2+1,40.000 TL
14119,Karabağlar / Fahrettinaltay,3+1,40.000 TL
14120,Karşıyaka / Nergiz,2+1,43.000 TL
14121,Çiğli / Ataşehir,2+1,42.000 TL
14122,Karşıyaka / İmbatlı,3+1,44.500 TL
14123,Karşıyaka / Nergiz,2+1,40.000 TL
14124,Çiğli / Balatçık,3+1,40.000 TL
14125,Foça / Yenifoça,3+1,40.000 TL
14126,Bornova / Naldöken,3+1,40.000 TL
14127,Bornova / Atatürk,4+1,44.000 TL
14128,Karşıyaka / Yalı,2+1,42.500 TL
14129,Narlıdere,3+1,43.000 TL
14130,Bornova / Kazımdirik,1+1,40.000 TL
14131,Buca / İşçievleri,3+1,40.000 TL
14132,Menemen,3+1,40.000 TL
14133,Aliağa,3+1,40.000 TL
14134,Konak / Güzelyalı,2+1,42.000 TL
14135,Bayraklı / Alpaslan,3+1,42.000 TL
14136,Karşıyaka / Denizbostanlısı,2+1,40.000 TL
14137,Balçova,3+1,42.000 TL
14138,Güzelbahçe / Yelki,2+1,42.000 TL
14139,Foça / Yenifoça,3+1,40.000 TL
14140,Karaburun / Köyler,2+1,42.000 TL
14141,Konak / Güzelyalı,1+1,42.500 TL
14142,Karabağlar / Fahrettinaltay,3+1,43.000 TL
14143,Torbalı / Ayrancılar,3+1,40.000 TL
14144,Gaziemir,3+1,40.000 TL
14145,Çiğli / Ataşehir,2+1,40.000 TL
14146,Karşıyaka / Nergiz,2+1,40.000 TL
14147,Karşıyaka / Denizbostanlısı,2+1,42.000 TL
14148,Karşıyaka / Denizbostanlısı,3+1,44.000 TL
14149,Menderes,3+1,40.000 TL
14150,Konak / Küçükyalı,3+1,40.000 TL
14151,Karşıyaka / Alaybey,3+1,41.500 TL
14152,Karşıyaka,2+1,40.000 TL
14153,Karşıyaka / Alaybey,3+1,40.000 TL
14154,Aliağa,3+1,40.000 TL
14155,Aliağa,1+1,40.000 TL
14156,Gaziemir,3+1,41.500 TL
14157,Karabağlar / Fahrettinaltay,2+1,40.000 TL
14158,Karşıyaka / Nergiz,2+1,40.000 TL
14159,Bornova / Kazımdirik,1+1,44.000 TL
14160,Karşıyaka / Denizbostanlısı,3+1,42.000 TL
14161,Narlıdere,3+1,40.000 TL
14162,Karabağlar,3+1,42.000 TL
14163,Bornova / Kazımdirik,1+1,40.000 TL
14164,Dikili,3+1,40.000 TL
14165,Foça / Eskifoça,2+1,40.000 TL
14166,Güzelbahçe / Yelki,2+1,42.500 TL
14167,Konak,3+1,40.000 TL
14168,Karşıyaka,2+1,42.000 TL
14169,Karşıyaka / Nergiz,2+1,41.000 TL
14170,Menderes,3+1,40.000 TL
14171,Çiğli / Balatçık,3+1,43.000 TL
14172,Karşıyaka / Cumhuriyet,3+1,40.000 TL
14173,Menderes / Gümüldür,2+1,40.000 TL
14174,Bornova / Kazımdirik,3+1,40.000 TL
14175,Çiğli / Egekent,3+1,40.000 TL
14176,Balçova,3+1,40.000 TL
14177,Bornova / Çamdibi,3+1,42.000 TL
14178,Aliağa,3+1,40.000 TL
14179,Bayraklı,2+1,40.000 TL
14180,Gaziemir / Sarnıç,2+1,40.000 TL
14181,Seferihisar,2+1,42.000 TL
14182,Bornova / Kazımdirik,2+1,40.000 TL
14183,Balçova,3+1,44.900 TL
14184,Konak / Eşrefpaşa,4+1,44.000 TL
14185,Karşıyaka / Denizbostanlısı,1+1,40.000 TL
14186,Karşıyaka / Alaybey,2+1,40.000 TL
14187,Karşıyaka / Denizbostanlısı,1+1,42.000 TL
14188,Karabağlar / Hatay,2+1,40.000 TL
14189,Karşıyaka / Denizbostanlısı,3+1,42.000 TL
14190,Konak / Kahramanlar,1+1,42.500 TL
14191,Çeşme,2+1,43.000 TL
14192,Çiğli / Ataşehir,2+1,40.000 TL
14193,Balçova,3+1,40.000 TL
14194,Gaziemir,3+1,40.000 TL
14195,Foça / Yenifoça,2+1,40.000 TL
14196,Buca / Şirinyer,2+1,40.000 TL
14197,Konak / Güzelyalı,1+1,40.000 TL
14198,Urla,2+1,40.000 TL
14199,Karşıyaka / Denizbostanlısı,3+1,40.000 TL
14200,Karşıyaka / Nergiz,3+1,43.000 TL
14201,Karşıyaka / Nergiz,3+1,43.000 TL
14202,Bornova / Çamdibi,2+1,42.500 TL
14203,Bayraklı,2+1,40.000 TL
14204,Karşıyaka / Nergiz,3+1,40.000 TL
14205,Karşıyaka / Nergiz,3+1,43.000 TL
14206,Karabağlar / Fahrettinaltay,3+1,43.000 TL
14207,Balçova,2+1,43.000 TL
14208,Çeşme,2+1,40.000 TL
14209,Karşıyaka / Nergiz,2+1,41.000 TL
14210,Torbalı / Ayrancılar,2+1,40.000 TL
14211,Balçova,2+1,42.000 TL
14212,Menderes,3+1,40.000 TL
14213,Karşıyaka,2+1,43.000 TL
14214,Konak / Alsancak,2+1,40.000 TL
14215,Narlıdere,3+1,41.500 TL
14216,Karşıyaka,3+1,40.000 TL
14217,Bayraklı / Gümüşpala,3+1,43.000 TL
14218,Bayraklı,2+1,43.000 TL
14219,Karşıyaka / Alaybey,3+1,40.000 TL
14220,Bornova,1+1,40.000 TL
14221,Bayraklı / Manavkuyu,3+1,40.000 TL
14222,Dikili / Köyler,7+1,40.000 TL
14223,Balçova,3+1,40.000 TL
14224,Karşıyaka / Nergiz,2+1,42.000 TL
14225,Güzelbahçe / Yelki,1+1,40.000 TL
14226,Karşıyaka / Denizbostanlısı,3+1,42.500 TL
14227,Karşıyaka / Yalı,1+1,43.000 TL
14228,Karşıyaka / Yalı,1+1,43.000 TL
14229,Bayraklı / Gümüşpala,3+1,43.000 TL
14230,Menderes,3+1,40.000 TL
14231,Bornova / Işıkkent,1+1,42.000 TL
14232,Balçova,3+1,42.000 TL
14233,Bornova / Altındağ,2+1,40.500 TL
14234,Seferihisar,1+1,40.000 TL
14235,Konak / Alsancak,2+1,40.000 TL
14236,Seferihisar / Köyler,3+1,40.000 TL
14237,Urla,1+1,40.000 TL
14238,Karabağlar / Hatay,3+1,40.000 TL
14239,Urla,3+1,42.000 TL
14240,Balçova,2+1,41.000 TL
14241,Torbalı,3+1,40.000 TL
14242,Gaziemir,3+1,40.000 TL
14243,Bornova / Kazımdirik,1+1,40.000 TL
14244,Karşıyaka / Yalı,2+1,43.500 TL
14245,Menderes,3+1,40.000 TL
14246,Menderes / Oğlananası,2+1,40.000 TL
14247,Bayraklı,3+1,40.000 TL
14248,Balçova,2+1,40.000 TL
14249,Karşıyaka / Alaybey,3+1,40.000 TL
14250,Karşıyaka / Denizbostanlısı,3+1,42.000 TL
14251,Urla,4+1,40.000 TL
14252,Karşıyaka / Alaybey,3+1,40.000 TL
14253,Karşıyaka / Alaybey,3+1,43.000 TL
14254,Bornova / Altındağ,2+1,40.000 TL
14255,Aliağa,3+1,42.000 TL
14256,Urla / Çeşmealtı,1+1,40.000 TL
14257,Karşıyaka / İmbatlı,3+1,42.000 TL
14258,Konak / Yenişehir,1+1,42.000 TL
14259,Karşıyaka / Cumhuriyet,2+1,41.500 TL
14260,Çiğli / Balatçık,1+1,40.000 TL
14261,Karabağlar / Hatay,3+1,40.000 TL
14262,Çiğli / Ataşehir,3+1,40.000 TL
14263,Seferihisar,3+1,40.000 TL
14264,Aliağa,3+1,42.900 TL
14265,Gaziemir,2+1,40.000 TL
14266,Urla,2+1,43.000 TL
14267,Bornova / Naldöken,3+1,42.000 TL
14268,Konak / Alsancak,2+1,42.500 TL
14269,Çiğli / Büyükçiğli,2+1,40.000 TL
14270,Urla,1+1,40.000 TL
14271,Kemalpaşa,2+1,42.000 TL
14272,Karabağlar / Hatay,2+1,40.000 TL
14273,Bornova / Altındağ,2+1,40.000 TL
14274,Bayraklı / Gümüşpala,3+1,40.000 TL
14275,Narlıdere,3+1,42.000 TL
14276,Torbalı,3+1,40.000 TL
14277,Bayraklı,2+1,42.500 TL
14278,Karşıyaka / Alaybey,4+1,40.000 TL
14279,Foça / Yenifoça,2+1,40.000 TL
14280,Bornova,3+1,40.000 TL
14281,Narlıdere,3+1,40.000 TL
14282,Çeşme,2+1,40.000 TL
14283,Bornova,2+1,42.000 TL
14284,Konak / Alsancak,3+1,40.000 TL
14285,Çiğli / Egekent,2+1,41.500 TL
14286,Konak / Küçükyalı,3+1,40.000 TL
14287,Seferihisar,3+1,40.000 TL
14288,Seferihisar,2+1,40.000 TL
14289,Karabağlar,3+1,40.000 TL
14290,Urla,1+1,44.000 TL
14291,Karşıyaka / Nergiz,2+1,40.000 TL
14292,Karşıyaka / Nergiz,2+1,43.000 TL
14293,Menemen / Ulukent,3+1,42.000 TL
14294,Çeşme,3+1,40.000 TL
14295,Konak / Alsancak,3+1,40.000 TL
14296,Bayraklı,3+1,40.000 TL
14297,Çeşme,2+1,40.000 TL
14298,Karşıyaka / Denizbostanlısı,3+1,40.000 TL
14299,Karabağlar / Fahrettinaltay,3+1,43.500 TL
14300,Foça / Yenifoça,2+1,40.000 TL
14301,Bayraklı,2+1,42.000 TL
14302,Çeşme,1+1,42.000 TL
14303,Menderes,3+1,43.000 TL
14304,Karşıyaka / Nergiz,3+1,40.000 TL
14305,Seferihisar,2+1,41.000 TL
14306,Konak / Güzelyalı,3+1,40.000 TL
14307,Konak / Küçükyalı,3+1,40.000 TL
14308,Torbalı,3+1,40.000 TL
14309,Bornova / Kazımdirik,1+1,40.000 TL
14310,Bayraklı / Manavkuyu,3+1,40.000 TL
14311,Menderes,3+1,42.000 TL
14312,Konak,3+1,42.000 TL
14313,Seferihisar,3+1,40.000 TL
14314,Çeşme,3+1,40.000 TL
14315,Bornova / Kazımdirik,2+1,43.000 TL
14316,Seferihisar,2+1,40.000 TL
14317,Balçova,3+1,40.000 TL
14318,Narlıdere,2+1,42.000 TL
14319,Bayraklı / Soğukkuyu,3+1,41.000 TL
14320,Gaziemir,2+1,42.000 TL
14321,Urla,2+1,40.000 TL
14322,Balçova,4+1,40.000 TL
14323,Karşıyaka / Yalı,2+1,42.000 TL
14324,Karşıyaka,3+1,40.000 TL
14325,Menderes,3+1,41.000 TL
14326,Menemen,4+1,40.000 TL
14327,Karabağlar / Fahrettinaltay,3+1,40.000 TL
14328,Karşıyaka / Denizbostanlısı,3+1,40.000 TL
14329,Konak / Küçükyalı,3+1,40.000 TL
14330,Çeşme,1+1,40.000 TL
14331,Çeşme,3+1,40.000 TL
14332,Narlıdere,3+1,40.000 TL
14333,Karabağlar / Fahrettinaltay,3+1,40.000 TL
14334,Konak / Alsancak,2+1,40.000 TL
14335,Karşıyaka / Alaybey,2+1,40.000 TL
14336,Karşıyaka / Denizbostanlısı,1+1,40.000 TL
14337,Konak / Güzelyalı,2+1,40.000 TL
14338,Bornova / Kazımdirik,2+1,40.000 TL
14339,Karabağlar / Hatay,2+1,40.000 TL
14340,Aliağa,3+2,40.000 TL
14341,Karşıyaka,2+1,44.000 TL
14342,Foça / Eskifoça,3+1,40.000 TL
14343,Konak / Küçükyalı,3+1,40.000 TL
14344,Bayraklı / Gümüşpala,3+1,42.500 TL
14345,Konak / Güzelyalı,3+1,41.500 TL
14346,Karabağlar / Hatay,3+1,40.000 TL
14347,Bayraklı,2+1,42.500 TL
14348,Bornova / Kazımdirik,2+1,40.000 TL
14349,Karşıyaka,3+1,43.000 TL
14350,Güzelbahçe,3+1,42.000 TL
14351,Konak,3+1,42.000 TL
14352,Çiğli / Ataşehir,2+1,40.000 TL
14353,Çiğli / Büyükçiğli,3+1,44.000 TL
14354,Karşıyaka / Alaybey,3+1,40.000 TL
14355,Bornova / Kazımdirik,2+1,40.000 TL
14356,Torbalı / Yazıbaşı,2+1,40.000 TL
14357,Güzelbahçe / Yelki,2+1,40.000 TL
14358,Bornova / Kazımdirik,1+1,42.500 TL
14359,Balçova,3+1,40.000 TL
14360,Karşıyaka / İmbatlı,2+1,40.000 TL
14361,Karşıyaka,3+1,40.000 TL
14362,Konak / Basmane,1+1,40.000 TL
14363,Karşıyaka / Denizbostanlısı,2+1,40.000 TL
14364,Seferihisar,3+1,40.000 TL
14365,Konak / Güzelyalı,2+1,42.000 TL
14366,Balçova,2+1,40.000 TL
14367,Konak / Yenişehir,1+1,40.000 TL
14368,Konak,3+1,40.000 TL
14369,Karşıyaka / Denizbostanlısı,3+1,41.000 TL
14370,Karşıyaka / Nergiz,3+1,41.000 TL
14371,Torbalı / Ayrancılar,4+1,42.000 TL
14372,Bayraklı,3+1,42.000 TL
14373,Selçuk,3+1,40.000 TL
14374,Torbalı / Ayrancılar,4+1,40.000 TL
14375,Karabağlar / Fahrettinaltay,3+1,41.000 TL
14376,Karabağlar / Fahrettinaltay,3+1,42.000 TL
14377,Kemalpaşa,2+1,42.000 TL
14378,Balçova,2+1,40.000 TL
14379,Karşıyaka / Yalı,1+1,40.000 TL
14380,Bornova / Kazımdirik,3+1,43.000 TL
14381,Foça / Eskifoça,3+1,42.000 TL
14382,Bornova / Atatürk,4+1,40.000 TL
14383,Konak / Yenişehir,1+1,44.000 TL
14384,Güzelbahçe / Yelki,1+1,42.500 TL
14385,Tire,3+1,40.000 TL
14386,Karşıyaka / Nergiz,2+1,40.000 TL
14387,Bayraklı,3+1,40.000 TL
14388,Konak / Güzelyalı,2+1,42.000 TL
14389,Karşıyaka,3+1,40.000 TL
14390,Bornova / Kazımdirik,2+1,40.000 TL
14391,Güzelbahçe,3+1,40.000 TL
14392,Bornova / Kazımdirik,1+1,42.500 TL
14393,Gaziemir,3+1,40.000 TL
14394,Karşıyaka / Nergiz,3+1,40.000 TL
14395,Karşıyaka / Nergiz,3+1,43.000 TL
14396,Güzelbahçe,2+1,40.000 TL
14397,Narlıdere,1+1,40.000 TL
14398,Konak / Yenişehir,Stüdyo (1+0),42.000 TL
14399,Karaburun / Mordoğan,2+1,40.000 TL
14400,Menemen,3+1,40.000 TL
14401,Menderes,3+1,40.000 TL
14402,Çeşme,1+1,42.000 TL
14403,Balçova,2+1,40.000 TL
14404,Çeşme,2+1,40.000 TL
14405,Karşıyaka / Denizbostanlısı,3+1,40.000 TL
14406,Karşıyaka,2+1,40.000 TL
14407,Karşıyaka / Nergiz,3+1,42.000 TL
14408,Balçova,3+1,41.000 TL
14409,Bornova / Çamdibi,4+1,40.000 TL
14410,Kemalpaşa / Ulucak,2+1,40.000 TL
14411,Kemalpaşa,3+1,40.000 TL
14412,Güzelbahçe,1+1,40.000 TL
14413,Karşıyaka / Yalı,1+1,41.000 TL
14414,Urla,3+1,40.000 TL
14415,Konak / Yenişehir,1+1,40.000 TL
14416,Çeşme,2+1,42.500 TL
14417,Çeşme / Köyler,3+1,40.000 TL
14418,Karşıyaka,3+1,40.000 TL
14419,Karşıyaka,1+1,42.000 TL
14420,Menemen / Ulukent,3+1,40.000 TL
14421,Karşıyaka,3+1,42.000 TL
14422,Karşıyaka / Alaybey,3+1,40.000 TL
14423,Güzelbahçe / Yelki,1+1,42.500 TL
14424,Karabağlar / Fahrettinaltay,3+1,40.000 TL
14425,Menderes,3+1,41.000 TL
14426,Karşıyaka / Yalı,2+1,42.000 TL
14427,Çiğli / Büyükçiğli,2+1,42.500 TL
14428,Bayraklı / Gümüşpala,3+1,42.000 TL
14429,Karabağlar / Fahrettinaltay,2+1,40.000 TL
14430,Bayraklı,3+1,40.000 TL
14431,Balçova,3+1,42.000 TL
14432,Karşıyaka / Denizbostanlısı,1+1,40.000 TL
14433,Çiğli / Egekent,3+1,40.000 TL
14434,Bayraklı,3+1,42.000 TL
14435,Konak / Alsancak,2+1,40.000 TL
14436,Konak / Kahramanlar,1+1,44.000 TL
14437,Karşıyaka / Denizbostanlısı,3+1,41.000 TL
14438,Foça / Eskifoça,2+1,40.000 TL
14439,Karşıyaka / Nergiz,2+1,40.000 TL
14440,Konak / Güzelyalı,2+1,40.000 TL
14441,Torbalı / Ayrancılar,3+1,42.500 TL
14442,Karşıyaka / Denizbostanlısı,3+1,40.000 TL
14443,Karşıyaka / Denizbostanlısı,1+1,43.000 TL
14444,Karabağlar / Fahrettinaltay,3+1,40.000 TL
14445,Karşıyaka / Denizbostanlısı,1+1,43.000 TL
14446,Karşıyaka,2+1,41.000 TL
14447,Bornova / Kazımdirik,2+1,40.000 TL
14448,Bornova / Altındağ,1+1,43.000 TL
14449,Konak / Yenişehir,1+1,40.000 TL
14450,Çeşme,1+1,40.000 TL
14451,Seferihisar,2+1,40.000 TL
14452,Konak / Kahramanlar,1+1,40.000 TL
14453,Çiğli / Balatçık,3+1,42.000 TL
14454,Bornova / Naldöken,2+1,40.000 TL
14455,Karşıyaka,3+1,40.000 TL
14456,Çiğli / Ataşehir,3+1,42.500 TL
14457,Konak / Kahramanlar,1+1,42.000 TL
14458,Seferihisar / Doğanbey,3+1,40.000 TL
14459,Karşıyaka / Yalı,2+1,43.000 TL
14460,Bornova / Kazımdirik,1+1,40.000 TL
14461,Buca / İşçievleri,3+1,40.000 TL
14462,Foça / Yenifoça,3+1,40.000 TL
14463,Karşıyaka / Yalı,3+1,44.000 TL
14464,Karşıyaka / İmbatlı,3+1,44.000 TL
14465,Karşıyaka / Denizbostanlısı,3+1,42.000 TL
14466,Karaburun / Mordoğan,4+1,40.000 TL
14467,Seferihisar,2+1,40.000 TL
14468,Seferihisar,3+1,40.000 TL
14469,Karşıyaka / Yalı,3+1,40.000 TL
14470,Bornova / Altındağ,2+1,42.000 TL
14471,Çiğli / Büyükçiğli,1+1,40.000 TL
14472,Karşıyaka / Cumhuriyet,2+1,40.000 TL
14473,Narlıdere,3+1,43.000 TL
14474,Balçova,3+1,40.000 TL
14475,Bornova / Kazımdirik,1+1,42.500 TL
14476,Karşıyaka / Nergiz,2+1,40.000 TL
14477,Bornova / Kazımdirik,2+1,40.000 TL
14478,Karşıyaka / Denizbostanlısı,3+1,40.000 TL
14479,Dikili,4+1,42.500 TL
14480,Buca / Şirinyer,2+1,40.000 TL
14481,Çiğli / Ataşehir,1+1,40.000 TL
14482,Konak / Kahramanlar,1+1,43.000 TL
14483,Balçova,3.5+1,40.000 TL
14484,Karşıyaka / Denizbostanlısı,2+1,42.500 TL
14485,Seferihisar,2+1,40.000 TL
14486,Foça / Köyler,2+1,43.000 TL
14487,Karşıyaka / Yalı,3+1,40.000 TL
14488,Menemen,4+1,42.000 TL
14489,Kemalpaşa / Ulucak,2+1,40.000 TL
14490,Konak / Güzelyalı,3+1,42.000 TL
14491,Foça / Eskifoça,3+1,40.000 TL
14492,Karşıyaka / Nergiz,3+1,41.500 TL
14493,Bornova / Kazımdirik,1+1,40.000 TL
14494,Konak / Alsancak,3+1,40.000 TL
14495,Karaburun / Köyler,2+1,40.000 TL
14496,Urla,2+1,42.000 TL
14497,Karşıyaka / Yalı,2+1,40.000 TL
14498,Bornova / Kazımdirik,1+1,40.000 TL
14499,Çeşme,2+1,40.000 TL
14500,Bornova / Işıkkent,1+1,40.000 TL
14501,Çeşme,1+1,42.000 TL
14502,Aliağa,4+1,43.000 TL
14503,Karabağlar / Kibar,2+1,40.000 TL
14504,Konak / Yenişehir,1+1,40.000 TL
14505,Konak / Güzelyalı,3+1,40.000 TL
14506,Foça / Yenifoça,3+1,43.000 TL
14507,Bayraklı,3+1,40.000 TL
14508,Konak / Yenişehir,1+1,42.000 TL
14509,Karabağlar / Hatay,3+1,43.000 TL
14510,Balçova,2+1,42.000 TL
14511,Konak,4+1,42.000 TL
14512,Karşıyaka / Denizbostanlısı,3+1,41.500 TL
14513,Menemen,3+1,41.000 TL
14514,Karşıyaka / Yalı,2+1,41.000 TL
14515,Güzelbahçe,2+1,40.000 TL
14516,Karşıyaka / Yalı,3+1,43.000 TL
14517,Narlıdere,3+1,42.000 TL
14518,Gaziemir,2+1,40.000 TL
14519,Buca,3+1,40.000 TL
14520,Karşıyaka / Denizbostanlısı,1+1,43.000 TL
14521,Bornova,3+1,40.000 TL
14522,Foça / Köyler,2+1,40.000 TL
14523,Çiğli / Egekent,3+1,43.000 TL
14524,Bornova / Kazımdirik,2+1,40.000 TL
14525,Güzelbahçe,2+1,40.000 TL
14526,Gaziemir,3+1,40.000 TL
14527,Foça / Eskifoça,3+1,40.000 TL
14528,Urla / Köyler,2+1,42.000 TL
14529,Foça / Eskifoça,2+1,40.000 TL
14530,Konak,1+1,42.000 TL
14531,Gaziemir,3+1,40.000 TL
14532,Çiğli / Ataşehir,1+1,42.000 TL
14533,Balçova,3+1,42.500 TL
14534,Karşıyaka,2+1,40.000 TL
14535,Çiğli / Ataşehir,3+1,42.000 TL
14536,Çiğli / Egekent,3+1,43.000 TL
14537,Karşıyaka / Nergiz,2+1,42.000 TL
14538,Güzelbahçe / Köyler,3+1,40.000 TL
14539,Karşıyaka,3+1,40.000 TL
14540,Çiğli / Büyükçiğli,5+1,40.000 TL
14541,Bornova / Kazımdirik,2+1,40.000 TL
14542,Narlıdere,3+1,40.000 TL
14543,Bornova / Altındağ,2+1,44.000 TL
14544,Konak / Güzelyalı,3+1,40.000 TL
14545,Menderes / Görece,2+1,40.000 TL
14546,Urla / Çeşmealtı,1+1,42.000 TL
14547,Karşıyaka / Nergiz,2+1,41.000 TL
14548,Aliağa,3+1,40.000 TL
14549,Çeşme,1+1,40.000 TL
14550,Çeşme,2+1,40.000 TL
14551,Bornova / Çamdibi,1+1,40.000 TL
14552,Karşıyaka / Denizbostanlısı,2+1,42.000 TL
14553,Karşıyaka,2+1,42.500 TL
14554,Güzelbahçe,3+1,40.000 TL
14555,Konak / Alsancak,3+1,40.000 TL
14556,Karabağlar / Yeşilyurt,3+1,43.000 TL
14557,Narlıdere,1+1,40.000 TL
14558,Bornova / Atatürk,2+1,40.000 TL
14559,Bornova / Kazımdirik,2+1,40.000 TL
14560,Karşıyaka / Nergiz,3+1,43.000 TL
14561,Karşıyaka / Nergiz,2+1,40.000 TL
14562,Çiğli / Ataşehir,1+1,42.000 TL
14563,Bornova / Altındağ,4+1,44.000 TL
14564,Karabağlar / Fahrettinaltay,3+1,40.000 TL
14565,Bornova / Kazımdirik,2+1,42.000 TL
14566,Çeşme,2+1,44.000 TL
14567,Konak,3+1,40.000 TL
14568,Urla / Çeşmealtı,3+1,42.500 TL
14569,Çiğli / Balatçık,3+1,40.000 TL
14570,Seferihisar,3+1,40.000 TL
14571,Gaziemir,3+1,40.000 TL
14572,Karşıyaka,2+1,40.000 TL
14573,Karşıyaka / İmbatlı,3+1,40.000 TL
14574,Gaziemir,1+1,40.000 TL
14575,Karşıyaka / Cumhuriyet,2+1,40.000 TL
14576,Çeşme,1+1,42.000 TL
14577,Buca / Şirinyer,3+1,40.000 TL
14578,Bornova / Kazımdirik,1+1,40.000 TL
14579,Karşıyaka / Nergiz,2+1,40.000 TL
14580,Konak / Kahramanlar,1+1,42.000 TL
14581,Karşıyaka / Yalı,3+1,40.000 TL
14582,Karşıyaka,3+1,40.000 TL
14583,Urla / Çeşmealtı,1+1,42.000 TL
14584,Gaziemir,4+1,42.000 TL
14585,Karabağlar / Fahrettinaltay,3+1,41.000 TL
14586,Torbalı / Ayrancılar,3+1,40.000 TL
14587,Konak / Küçükyalı,5+1,40.000 TL
14588,Bornova / Kazımdirik,1+1,42.500 TL
14589,Menemen,3+1,40.000 TL
14590,Çeşme,1+1,40.000 TL
14591,Balçova,4+1,40.000 TL
14592,Çeşme,3+1,42.000 TL
14593,Karşıyaka,2+1,40.000 TL
14594,Karşıyaka / Nergiz,3+1,40.000 TL
14595,Karşıyaka / Denizbostanlısı,3+1,43.000 TL
14596,Bayraklı,3+1,42.000 TL
14597,Karşıyaka / Nergiz,3+1,42.500 TL
14598,Bayraklı / Alpaslan,3+1,42.500 TL
14599,Seferihisar,3+1,40.000 TL
14600,Bornova / Kazımdirik,2+1,40.000 TL
14601,Menemen,2+1,43.000 TL
14602,Buca / İşçievleri,3+1,40.000 TL
14603,Karşıyaka / Alaybey,3+1,40.000 TL
14604,Karşıyaka / Nergiz,3+1,40.000 TL
14605,Karşıyaka / Denizbostanlısı,1+1,40.000 TL
14606,Foça / Bağarası,3+1,44.000 TL
14607,Bornova / Kazımdirik,2+1,42.000 TL
14608,Karşıyaka / Alaybey,3+1,40.000 TL
14609,Menemen,4.5+1,40.000 TL
14610,Bayraklı / Alpaslan,3+1,40.000 TL
14611,Bornova / Kazımdirik,3+1,42.000 TL
14612,Bornova / Kazımdirik,1+1,42.500 TL
14613,Urla,3+1,41.000 TL
14614,Foça / Yenifoça,3+1,42.000 TL
14615,Gaziemir,2+1,40.000 TL
14616,Bayraklı / Manavkuyu,3+1,40.000 TL
14617,Bornova / Kazımdirik,1+1,40.000 TL
14618,Bayraklı,3+1,44.750 TL
14619,Karşıyaka / Denizbostanlısı,2+1,40.000 TL
14620,Çeşme,2+1,40.000 TL
14621,Bornova / Kazımdirik,3+1,40.000 TL
14622,Çeşme,1+1,40.000 TL
14623,Bornova / Kazımdirik,1+1,40.000 TL
14624,Karabağlar / Fahrettinaltay,3+1,40.000 TL
14625,Karşıyaka / Denizbostanlısı,3+1,42.000 TL
14626,Foça / Eskifoça,2+1,40.000 TL
14627,Karşıyaka,2+1,40.000 TL
14628,Dikili / Çandarlı,3+1,40.000 TL
14629,Konak / Küçükyalı,2+1,40.000 TL
14630,Karabağlar / Fahrettinaltay,3+1,40.000 TL
14631,Buca / Şirinyer,3+1,44.500 TL
14632,Bornova / Kazımdirik,3+1,43.000 TL
14633,Balçova,2+1,40.000 TL
14634,Bornova / Kazımdirik,1+1,41.000 TL
14635,Karşıyaka / Denizbostanlısı,3+1,42.000 TL
14636,Menemen,3+1,41.500 TL
14637,Bornova / Kazımdirik,2+1,40.000 TL
14638,Karşıyaka,2+1,40.000 TL
14639,Çeşme,1+1,40.000 TL
14640,Menemen,4+1,40.000 TL
14641,Bornova / Kazımdirik,1+1,40.000 TL
14642,Bornova / Kazımdirik,2+1,42.000 TL
14643,Güzelbahçe / Yelki,2+1,42.000 TL
14644,Karşıyaka / Yalı,3+1,42.000 TL
14645,Aliağa,2+1,40.000 TL
14646,Bornova / Kazımdirik,3+1,40.000 TL
14647,Urla / Köyler,2+1,40.000 TL
14648,Karşıyaka / İmbatlı,3+1,42.000 TL
14649,Narlıdere,3+1,40.000 TL
14650,Bayraklı,2+1,40.000 TL
14651,Karşıyaka / İmbatlı,2+1,41.000 TL
14652,Karşıyaka,2+1,43.000 TL
14653,Bornova / Altındağ,2+1,41.000 TL
14654,Karşıyaka / Denizbostanlısı,1+1,40.000 TL
14655,Karşıyaka / Alaybey,3+1,40.000 TL
14656,Bornova / Kazımdirik,2+1,40.000 TL
14657,Buca,3+1,40.000 TL
14658,Konak / Yenişehir,1+1,40.000 TL
14659,Karşıyaka,2+1,42.000 TL
14660,Çeşme,1+1,40.000 TL
14661,Gaziemir,3+1,40.000 TL
14662,Bayraklı,3+1,40.000 TL
14663,Çeşme,2+1,40.000 TL
14664,Karabağlar / Fahrettinaltay,3+1,42.000 TL
14665,Çeşme,2+1,40.000 TL
14666,Balçova,3+1,42.000 TL
14667,Gaziemir,2+1,40.000 TL
14668,Güzelbahçe / Yelki,3+1,40.000 TL
